x,y
-1.777218,-2.136415
-1.776302,-2.137941
-1.775692,-2.138552
-1.776913,-2.136721
-1.775692,-2.137331
-1.776913,-2.138247
-1.776913,-2.138857
-1.776302,-2.138552
-1.775387,-2.138552
-1.776302,-2.137331
-1.776608,-2.138247
-1.776913,-2.139162
-1.776608,-2.139162
-1.777218,-2.137941
-1.776608,-2.137636
-1.775387,-2.139772
-1.775692,-2.138857
