x,y
-1.674983,-2.155031
-1.671321,-2.154726
-1.669185,-2.154421
-1.670405,-2.155031
-1.671931,-2.154421
-1.671321,-2.155031
-1.673152,-2.155947
-1.671626,-2.155336
-1.673457,-2.157474
-1.675288,-2.156253
-1.674983,-2.157168
-1.674678,-2.157474
-1.674067,-2.156253
-1.673457,-2.156253
-1.671931,-2.155336
-1.673457,-2.156253
-1.673762,-2.155031
-1.672847,-2.156253
-1.671931,-2.155336
-1.672847,-2.156253
-1.675593,-2.155947
-1.673457,-2.155336
-1.674067,-2.155031
-1.672847,-2.155336
-1.672542,-2.155947
-1.671931,-2.156558
-1.673457,-2.155947
-1.675899,-2.155031
-1.674983,-2.155947
-1.673152,-2.155947
-1.671321,-2.156253
-1.672847,-2.156558
-1.672542,-2.156558
-1.673152,-2.156863
-1.674067,-2.156558
-1.673762,-2.156863
-1.674678,-2.156253
-1.673762,-2.157474
-1.672847,-2.156863
-1.673152,-2.156558
-1.673762,-2.156253
-1.674983,-2.155947
-1.673152,-2.156253
-1.673152,-2.155947
-1.673457,-2.155031
-1.673762,-2.156863
-1.672847,-2.156558
-1.673152,-2.155031
-1.672847,-2.155336
-1.673152,-2.156558
-1.673457,-2.155336
-1.672847,-2.156558
-1.670711,-2.156558
-1.672847,-2.156558
-1.672542,-2.155947
-1.673457,-2.156863
-1.672847,-2.157474
-1.673457,-2.157168
-1.672847,-2.158084
-1.673152,-2.158389
-1.673152,-2.157168
-1.673152,-2.157168
-1.673457,-2.157168
-1.671931,-2.158694
-1.672542,-2.156863
-1.672847,-2.157474
-1.672847,-2.158389
-1.672847,-2.158084
-1.673762,-2.158694
-1.673152,-2.157168
-1.672542,-2.156558
-1.672542,-2.157168
-1.671931,-2.156253
-1.671626,-2.157474
-1.672542,-2.157474
-1.673152,-2.158084
-1.673152,-2.158084
-1.672542,-2.157168
-1.672542,-2.156558
-1.673152,-2.156863
-1.671016,-2.156863
-1.671626,-2.157168
-1.674678,-2.158084
-1.673152,-2.158084
-1.671321,-2.158694
-1.673152,-2.158389
-1.674067,-2.158389
-1.673457,-2.158084
-1.673457,-2.157474
-1.671016,-2.158389
-1.674067,-2.157474
-1.670405,-2.158999
-1.671931,-2.159305
-1.672542,-2.159305
-1.673457,-2.158694
-1.672847,-2.158389
-1.671626,-2.158389
-1.671321,-2.159305
-1.671931,-2.157474
-1.673762,-2.159305
-1.671321,-2.158694
-1.671626,-2.158694
-1.672847,-2.158389
-1.673152,-2.157474
-1.671626,-2.157474
-1.671931,-2.158084
-1.673152,-2.158389
-1.672542,-2.158694
-1.673152,-2.158084
-1.671626,-2.158999
-1.674067,-2.158389
-1.671321,-2.158389
-1.670711,-2.158694
-1.670405,-2.158999
-1.671321,-2.158694
-1.671321,-2.159305
-1.671016,-2.158694
-1.671626,-2.159915
-1.669185,-2.15961
-1.670711,-2.159305
-1.6701,-2.15961
-1.671931,-2.158999
-1.671016,-2.158389
-1.671321,-2.159305
-1.6701,-2.159305
-1.670711,-2.158999
-1.672847,-2.158999
-1.671931,-2.16083
-1.670711,-2.158999
-1.671016,-2.160525
-1.671931,-2.158999
-1.670711,-2.15961
-1.670711,-2.158389
-1.672542,-2.158999
-1.670711,-2.159915
-1.670405,-2.159915
-1.671321,-2.160525
-1.671016,-2.15961
-1.670405,-2.158999
-1.670711,-2.15961
-1.670711,-2.159915
-1.671626,-2.158999
-1.670405,-2.158999
-1.670405,-2.15961
-1.671931,-2.15961
-1.671626,-2.159915
-1.672542,-2.15961
-1.670711,-2.15961
-1.670711,-2.16083
-1.671016,-2.160525
-1.670711,-2.15961
-1.66949,-2.160525
-1.671016,-2.159915
-1.6701,-2.160525
-1.671016,-2.159915
-1.671016,-2.16083
-1.670711,-2.16083
-1.670405,-2.16083
-1.671626,-2.161136
-1.671321,-2.160525
-1.671626,-2.159915
-1.671626,-2.159915
-1.671016,-2.160525
-1.670405,-2.159915
-1.672542,-2.161136
-1.671626,-2.161136
-1.672847,-2.161441
-1.671321,-2.161136
-1.670405,-2.161136
-1.671626,-2.162051
-1.671626,-2.161136
-1.671626,-2.161136
-1.672542,-2.16083
-1.671321,-2.161746
-1.671626,-2.162051
-1.671321,-2.162662
-1.671931,-2.162051
-1.671626,-2.161441
-1.671626,-2.16083
-1.671321,-2.161746
-1.671931,-2.161136
-1.671626,-2.161746
-1.671626,-2.162967
-1.671626,-2.162051
-1.672542,-2.162662
-1.672542,-2.161441
-1.671931,-2.162051
-1.672542,-2.161441
-1.671931,-2.163577
-1.671016,-2.162967
-1.671626,-2.164187
-1.671626,-2.163577
-1.671626,-2.164187
-1.671016,-2.163272
-1.671321,-2.162662
-1.672542,-2.162051
-1.671626,-2.161746
-1.671321,-2.163272
-1.672542,-2.163577
-1.671016,-2.163882
-1.670405,-2.162662
-1.671016,-2.162051
-1.671626,-2.162662
-1.671626,-2.163577
-1.671321,-2.163577
-1.6701,-2.162967
-1.671016,-2.163272
-1.671931,-2.163272
-1.671016,-2.164187
-1.672847,-2.163577
-1.671931,-2.162051
-1.6701,-2.163882
-1.66888,-2.164493
-1.671931,-2.164493
-1.670405,-2.164493
-1.670405,-2.165408
-1.671626,-2.165103
-1.66949,-2.164493
-1.669185,-2.165713
-1.671321,-2.166629
-1.671321,-2.16785
-1.667659,-2.16785
-1.671626,-2.166018
-1.670405,-2.166934
-1.66949,-2.167544
-1.671626,-2.166629
-1.66949,-2.165713
-1.6701,-2.164187
-1.667964,-2.165408
-1.670711,-2.165408
-1.66949,-2.163577
-1.671321,-2.161746
-1.670405,-2.162662
-1.6701,-2.164187
-1.670405,-2.164493
-1.670405,-2.165103
-1.66949,-2.163882
-1.669185,-2.163577
-1.6701,-2.163882
-1.6701,-2.162967
-1.671016,-2.162662
-1.667964,-2.162662
-1.66888,-2.163882
-1.669185,-2.164493
-1.670405,-2.165713
-1.667964,-2.164493
-1.668269,-2.165408
-1.66888,-2.164493
-1.66949,-2.163882
-1.670711,-2.164493
-1.669185,-2.165408
-1.66888,-2.165103
-1.6701,-2.164493
-1.668269,-2.164187
-1.668574,-2.163272
-1.668269,-2.164493
-1.668269,-2.164187
-1.670405,-2.165408
-1.6701,-2.165103
-1.671016,-2.165103
-1.670405,-2.163577
-1.668574,-2.163882
-1.668574,-2.163882
-1.667964,-2.163577
-1.669185,-2.164187
-1.668574,-2.165103
-1.668269,-2.163577
-1.667964,-2.165408
-1.667964,-2.164187
-1.667964,-2.163882
-1.667048,-2.163272
-1.66888,-2.163882
-1.667964,-2.164187
-1.667659,-2.166018
-1.667659,-2.165103
-1.668269,-2.165103
-1.667964,-2.166324
-1.666743,-2.165103
-1.668269,-2.164187
-1.668269,-2.164493
-1.668574,-2.165713
-1.668269,-2.166934
-1.6701,-2.166324
-1.667964,-2.166324
-1.668574,-2.166018
-1.669185,-2.165713
-1.668269,-2.165713
-1.668269,-2.165408
-1.667964,-2.164493
-1.667659,-2.165103
-1.668574,-2.165713
-1.668269,-2.164187
-1.666743,-2.163882
-1.667964,-2.165103
-1.667964,-2.164187
-1.667659,-2.165103
-1.667659,-2.163882
-1.667659,-2.165713
-1.668269,-2.166018
-1.667964,-2.164187
-1.667048,-2.165103
-1.667659,-2.164187
-1.668269,-2.165408
-1.667048,-2.165408
-1.667048,-2.165103
-1.668269,-2.165713
-1.667048,-2.166629
-1.666743,-2.167544
-1.666743,-2.165713
-1.667964,-2.165713
-1.666743,-2.165103
-1.666743,-2.166018
-1.668269,-2.165408
-1.668574,-2.165408
-1.667964,-2.165713
-1.666743,-2.166018
-1.665523,-2.166629
-1.667964,-2.165713
-1.665828,-2.165408
-1.666743,-2.165408
-1.667659,-2.164493
-1.667659,-2.165103
-1.667048,-2.165103
-1.665828,-2.166018
-1.666438,-2.166018
-1.667048,-2.164493
-1.667964,-2.165103
-1.664912,-2.163882
-1.667659,-2.164493
-1.668269,-2.165103
-1.668269,-2.165408
-1.666133,-2.165713
-1.667048,-2.165713
-1.668269,-2.165103
-1.666438,-2.166018
-1.666743,-2.165408
-1.667048,-2.166629
-1.665828,-2.16785
-1.666743,-2.166934
-1.664302,-2.166324
-1.667048,-2.165713
-1.666133,-2.166018
-1.666743,-2.166324
-1.667048,-2.166934
-1.665828,-2.167544
-1.664912,-2.166629
-1.666438,-2.166018
-1.665523,-2.166629
-1.663692,-2.166324
-1.664607,-2.166018
-1.664302,-2.165713
-1.663692,-2.166018
-1.665523,-2.165713
-1.665523,-2.166324
-1.666743,-2.164493
-1.667048,-2.165408
-1.666133,-2.166018
-1.664912,-2.165408
-1.666438,-2.165408
-1.665828,-2.165408
-1.665523,-2.166018
-1.666133,-2.166324
-1.665828,-2.166324
-1.664912,-2.166324
-1.664302,-2.166324
-1.665828,-2.166018
-1.667048,-2.166324
-1.663997,-2.166324
-1.663997,-2.166324
-1.664302,-2.166018
-1.663692,-2.166934
-1.664607,-2.166324
-1.663997,-2.166629
-1.663692,-2.166018
-1.665523,-2.166018
-1.663997,-2.166324
-1.665523,-2.166324
-1.664607,-2.165408
-1.663997,-2.166324
-1.663386,-2.166018
-1.663997,-2.166018
-1.664912,-2.166018
-1.664302,-2.166018
-1.664607,-2.165408
-1.665523,-2.164493
-1.663692,-2.165408
-1.664912,-2.164493
-1.664607,-2.165103
-1.663386,-2.165408
-1.663692,-2.166018
-1.663997,-2.166018
-1.664912,-2.165103
-1.663997,-2.166324
-1.663997,-2.166324
-1.663997,-2.165408
-1.663997,-2.165103
-1.663692,-2.166018
-1.663997,-2.167544
-1.664607,-2.16785
-1.663386,-2.166324
-1.663997,-2.166934
-1.663386,-2.166934
-1.663386,-2.166934
-1.663081,-2.165408
-1.663997,-2.166324
-1.663081,-2.166934
-1.663386,-2.166018
-1.663692,-2.165713
-1.663081,-2.166324
-1.663386,-2.164493
-1.663386,-2.166018
-1.663386,-2.166018
-1.663081,-2.165408
-1.663692,-2.166018
-1.664302,-2.166018
-1.664607,-2.166018
-1.663997,-2.165713
-1.663997,-2.165103
-1.663386,-2.165713
-1.663692,-2.166018
-1.663386,-2.166324
-1.662471,-2.165408
-1.662471,-2.164493
-1.661555,-2.166324
-1.662166,-2.166018
-1.663692,-2.166324
-1.66186,-2.167544
-1.662471,-2.166629
-1.663997,-2.166934
-1.663081,-2.166629
-1.66186,-2.166629
-1.664607,-2.166934
-1.662471,-2.166324
-1.662471,-2.166629
-1.663081,-2.166324
-1.662471,-2.166018
-1.659724,-2.166934
-1.662166,-2.165713
-1.663386,-2.166018
-1.66186,-2.165713
-1.662166,-2.165408
-1.66186,-2.166324
-1.662471,-2.166934
-1.660945,-2.167544
-1.66186,-2.166629
-1.66125,-2.16785
-1.66186,-2.16785
-1.660029,-2.166934
-1.66186,-2.16846
-1.660335,-2.169681
-1.660945,-2.169986
-1.661555,-2.170596
-1.662166,-2.169986
-1.66186,-2.170291
-1.662471,-2.169681
-1.66186,-2.16846
-1.66125,-2.168155
-1.661555,-2.16785
-1.660029,-2.166934
-1.66186,-2.166934
-1.66125,-2.16846
-1.660335,-2.170596
-1.660945,-2.168155
-1.660029,-2.164493
-1.659114,-2.163882
-1.657893,-2.168155
-1.658504,-2.172122
-1.661555,-2.170596
-1.662166,-2.16846
-1.663386,-2.166934
-1.660029,-2.16907
-1.660335,-2.16785
-1.663386,-2.165103
-1.661555,-2.164493
-1.660335,-2.16785
-1.66125,-2.168765
-1.66186,-2.168155
-1.662471,-2.166018
-1.660029,-2.166018
-1.660335,-2.166324
-1.659114,-2.166934
-1.660335,-2.166629
-1.659114,-2.167544
-1.660335,-2.16785
-1.660029,-2.168155
-1.660335,-2.166324
-1.658504,-2.166018
-1.659419,-2.166018
-1.659419,-2.166324
-1.659114,-2.166934
-1.658504,-2.16785
-1.658809,-2.16785
-1.659419,-2.168155
-1.659114,-2.16846
-1.660029,-2.166934
-1.660029,-2.166934
-1.659114,-2.166324
-1.658809,-2.166018
-1.658809,-2.166324
-1.657588,-2.166629
-1.66125,-2.166018
-1.659114,-2.166324
-1.660335,-2.165103
-1.659419,-2.166629
-1.659419,-2.165713
-1.660335,-2.166324
-1.658504,-2.166324
-1.658504,-2.166324
-1.657588,-2.166934
-1.658809,-2.16846
-1.658809,-2.168155
-1.659114,-2.166018
-1.658504,-2.166324
-1.657893,-2.166324
-1.659114,-2.166934
-1.658504,-2.168155
-1.658504,-2.168155
-1.658504,-2.16785
-1.658809,-2.16785
-1.657588,-2.166629
-1.657893,-2.166934
-1.658809,-2.168155
-1.657893,-2.167544
-1.657893,-2.167544
-1.657893,-2.167544
-1.657893,-2.166934
-1.657283,-2.165103
-1.657283,-2.166934
-1.657283,-2.166018
-1.657893,-2.165103
-1.659114,-2.166324
-1.656367,-2.166324
-1.658504,-2.166324
-1.657283,-2.166629
-1.656672,-2.165713
-1.656978,-2.166018
-1.656672,-2.166018
-1.65484,-2.166934
-1.656367,-2.166018
-1.657283,-2.166629
-1.656978,-2.166324
-1.657283,-2.166629
-1.658504,-2.166629
-1.655756,-2.167544
-1.657283,-2.168155
-1.656367,-2.166629
-1.656672,-2.166934
-1.655451,-2.166934
-1.656672,-2.166934
-1.657893,-2.167544
-1.657588,-2.166934
-1.657283,-2.166934
-1.657588,-2.165713
-1.655756,-2.167544
-1.656672,-2.165713
-1.655756,-2.166324
-1.655756,-2.166018
-1.654535,-2.165713
-1.656978,-2.165713
-1.656367,-2.166629
-1.65423,-2.166629
-1.655451,-2.165713
-1.65484,-2.165408
-1.656367,-2.166018
-1.656672,-2.166018
-1.655756,-2.166629
-1.65484,-2.166629
-1.655756,-2.166629
-1.655451,-2.166324
-1.655146,-2.166934
-1.656367,-2.166018
-1.655146,-2.166934
-1.65423,-2.16846
-1.654535,-2.167544
-1.655451,-2.166629
-1.65484,-2.167544
-1.65484,-2.166324
-1.65423,-2.166629
-1.655451,-2.166629
-1.653925,-2.166629
-1.65423,-2.166629
-1.656367,-2.166324
-1.655146,-2.16785
-1.65423,-2.166934
-1.65484,-2.166324
-1.655756,-2.166018
-1.653925,-2.166018
-1.653925,-2.165408
-1.654535,-2.165103
-1.654535,-2.166324
-1.654535,-2.166324
-1.653925,-2.166324
-1.653925,-2.166324
-1.653925,-2.166324
-1.65423,-2.165713
-1.654535,-2.165103
-1.652704,-2.165713
-1.65423,-2.166018
-1.653315,-2.166629
-1.653009,-2.16785
-1.653925,-2.166629
-1.655451,-2.167544
-1.653925,-2.166324
-1.653925,-2.166934
-1.65423,-2.166934
-1.653925,-2.16785
-1.652704,-2.167544
-1.65484,-2.167544
-1.653009,-2.167544
-1.654535,-2.168155
-1.654535,-2.166324
-1.65484,-2.164187
-1.65484,-2.164187
-1.654535,-2.166934
-1.653925,-2.166629
-1.653009,-2.166324
-1.653925,-2.166324
-1.653925,-2.166018
-1.654535,-2.165408
-1.654535,-2.164493
-1.65484,-2.165408
-1.654535,-2.166324
-1.654535,-2.16785
-1.653315,-2.166629
-1.654535,-2.166324
-1.65423,-2.166018
-1.652704,-2.165408
-1.65484,-2.165103
-1.653925,-2.165713
-1.654535,-2.165713
-1.65423,-2.168155
-1.653925,-2.16785
-1.653925,-2.16846
-1.653925,-2.166934
-1.65423,-2.167544
-1.653925,-2.165103
-1.655146,-2.166018
-1.655146,-2.166324
-1.65484,-2.166018
-1.654535,-2.166018
-1.654535,-2.166324
-1.655146,-2.165713
-1.65423,-2.165103
-1.65484,-2.164493
-1.655451,-2.164493
-1.655146,-2.165103
-1.655451,-2.166629
-1.65484,-2.166934
-1.655451,-2.167544
-1.654535,-2.166324
-1.65423,-2.166018
-1.65484,-2.166324
-1.655146,-2.165713
-1.65423,-2.165713
-1.65423,-2.166629
-1.655451,-2.166324
-1.65484,-2.166629
-1.653925,-2.166018
-1.653925,-2.166629
-1.654535,-2.165103
-1.655451,-2.166629
-1.653925,-2.167544
-1.65423,-2.168155
-1.654535,-2.16846
-1.653009,-2.168765
-1.653315,-2.166324
-1.65484,-2.166324
-1.653315,-2.165103
-1.656367,-2.165713
-1.655451,-2.166629
-1.65484,-2.167544
-1.65484,-2.16846
-1.65423,-2.167544
-1.653925,-2.166018
-1.653315,-2.165713
-1.655451,-2.165103
-1.65484,-2.165713
-1.656367,-2.166324
-1.65423,-2.166629
-1.65484,-2.166324
-1.653925,-2.166629
-1.653009,-2.166324
-1.653009,-2.166018
-1.653315,-2.165713
-1.653009,-2.167544
-1.65484,-2.166324
-1.65484,-2.167544
-1.653009,-2.166934
-1.65423,-2.16785
-1.654535,-2.166324
-1.653315,-2.166629
-1.65423,-2.166934
-1.652094,-2.16785
-1.653315,-2.16785
-1.653009,-2.16785
-1.653925,-2.16846
-1.653009,-2.166629
-1.653315,-2.166629
-1.65423,-2.166324
-1.65423,-2.166629
-1.65423,-2.166324
-1.652094,-2.16846
-1.652399,-2.167544
-1.652094,-2.168155
-1.652399,-2.166934
-1.653009,-2.166324
-1.652704,-2.165713
-1.65423,-2.166324
-1.652094,-2.166324
-1.652704,-2.166934
-1.651789,-2.167544
-1.651789,-2.168155
-1.652094,-2.166934
-1.653315,-2.166324
-1.652094,-2.167544
-1.652094,-2.166934
-1.652094,-2.16785
-1.652399,-2.16785
-1.651484,-2.16785
-1.653925,-2.166934
-1.651789,-2.16846
-1.650873,-2.168155
-1.651789,-2.166934
-1.651484,-2.16846
-1.652094,-2.168765
-1.651789,-2.166629
-1.652094,-2.166629
-1.652399,-2.166934
-1.653009,-2.166324
-1.652094,-2.166934
-1.653315,-2.16785
-1.652704,-2.167544
-1.652399,-2.166934
-1.651484,-2.16846
-1.651484,-2.166629
-1.652399,-2.166934
-1.651484,-2.166934
-1.650873,-2.167544
-1.652704,-2.166629
-1.651484,-2.166629
-1.651789,-2.16846
-1.652704,-2.16785
-1.651789,-2.166018
-1.651484,-2.166934
-1.651789,-2.167544
-1.652399,-2.16785
-1.650873,-2.16846
-1.652704,-2.168155
-1.652094,-2.167544
-1.653009,-2.16846
-1.651484,-2.168155
-1.652094,-2.16785
-1.652399,-2.16846
-1.653009,-2.16907
-1.653009,-2.169681
-1.651789,-2.168155
-1.651789,-2.167544
-1.652399,-2.168765
-1.652399,-2.16785
-1.652399,-2.16785
-1.652399,-2.16907
-1.652399,-2.168765
-1.653925,-2.16907
-1.652704,-2.16846
-1.650873,-2.16785
-1.652704,-2.16846
-1.652399,-2.167544
-1.651789,-2.167544
-1.651789,-2.16785
-1.653009,-2.16846
-1.651789,-2.169681
-1.652399,-2.168155
-1.652094,-2.16846
-1.652399,-2.167544
-1.652704,-2.168765
-1.652704,-2.16846
-1.652704,-2.16846
-1.652399,-2.166934
-1.651484,-2.16907
-1.652399,-2.16907
-1.651484,-2.169681
-1.651484,-2.168765
-1.653009,-2.16846
-1.650263,-2.169986
-1.651789,-2.168765
-1.652094,-2.16846
-1.652704,-2.16907
-1.651789,-2.16907
-1.651789,-2.16907
-1.653009,-2.168155
-1.652399,-2.16846
-1.653315,-2.16907
-1.650263,-2.169681
-1.651789,-2.16907
-1.650568,-2.169681
-1.652399,-2.169986
-1.650568,-2.168765
-1.653009,-2.168765
-1.650873,-2.168155
-1.651484,-2.16846
-1.651484,-2.16907
-1.651484,-2.170596
-1.650568,-2.169986
-1.650263,-2.170596
-1.650568,-2.170596
-1.652704,-2.169986
-1.650263,-2.16907
-1.652704,-2.16907
-1.652094,-2.169681
-1.652399,-2.170291
-1.652094,-2.169986
-1.650568,-2.170901
-1.651484,-2.170901
-1.652399,-2.170596
-1.651484,-2.169986
-1.650568,-2.169681
-1.650568,-2.169986
-1.652399,-2.169681
-1.653925,-2.170596
-1.651484,-2.170901
-1.650873,-2.170901
-1.653315,-2.169986
-1.651789,-2.169681
-1.651484,-2.169681
-1.651484,-2.169986
-1.650568,-2.170596
-1.651789,-2.170596
-1.650873,-2.170901
-1.649652,-2.170901
-1.652094,-2.170291
-1.650263,-2.170901
-1.652094,-2.169986
-1.650568,-2.169986
-1.650263,-2.170901
-1.649652,-2.171206
-1.650263,-2.170901
-1.650263,-2.170596
-1.650568,-2.170291
-1.650568,-2.170596
-1.650263,-2.172122
-1.651484,-2.170291
-1.650568,-2.170901
-1.651484,-2.172427
-1.650873,-2.172122
-1.650263,-2.170901
-1.651484,-2.171206
-1.652094,-2.170291
-1.651484,-2.170901
-1.649652,-2.170596
-1.651484,-2.172732
-1.650873,-2.171206
-1.651789,-2.172427
-1.649958,-2.170901
-1.650873,-2.170291
-1.650263,-2.169681
-1.650873,-2.171512
-1.650263,-2.171206
-1.651789,-2.170901
-1.650873,-2.172122
-1.650873,-2.172427
-1.651484,-2.172732
-1.650568,-2.172732
-1.650263,-2.170901
-1.650263,-2.170901
-1.650263,-2.172122
-1.652399,-2.172732
-1.649958,-2.172427
-1.650568,-2.172732
-1.650568,-2.172122
-1.651789,-2.173038
-1.650568,-2.172122
-1.652094,-2.171512
-1.652094,-2.171206
-1.650873,-2.171206
-1.650873,-2.172122
-1.652094,-2.172732
-1.651484,-2.172732
-1.651789,-2.173038
-1.651484,-2.172122
-1.650568,-2.172427
-1.651484,-2.173038
-1.650873,-2.173038
-1.651789,-2.173343
-1.650568,-2.173343
-1.649958,-2.173648
-1.651484,-2.172427
-1.650263,-2.173038
-1.651789,-2.173038
-1.650263,-2.173343
-1.649958,-2.173648
-1.650873,-2.173343
-1.650568,-2.174563
-1.650873,-2.174258
-1.650263,-2.173343
-1.650263,-2.173343
-1.650873,-2.172732
-1.652399,-2.173343
-1.650568,-2.172732
-1.650263,-2.173648
-1.650568,-2.174869
-1.649958,-2.174258
-1.651484,-2.173648
-1.649958,-2.173648
-1.650873,-2.174258
-1.650263,-2.173343
-1.652399,-2.174258
-1.650568,-2.174258
-1.650873,-2.174563
-1.649347,-2.174869
-1.650568,-2.175479
-1.651789,-2.175479
-1.651484,-2.174258
-1.649958,-2.174563
-1.650568,-2.174258
-1.652399,-2.174258
-1.649347,-2.174563
-1.648432,-2.175479
-1.649958,-2.174869
-1.649958,-2.174869
-1.651789,-2.175479
-1.649652,-2.175479
-1.650263,-2.175479
-1.651484,-2.174869
-1.649958,-2.1767
-1.652399,-2.175174
-1.650873,-2.174869
-1.650568,-2.173038
-1.650873,-2.173648
-1.650263,-2.174258
-1.652399,-2.173343
-1.650568,-2.174869
-1.649347,-2.174869
-1.648432,-2.175479
-1.650263,-2.175174
-1.648737,-2.174869
-1.648432,-2.173648
-1.649652,-2.174869
-1.648737,-2.173648
-1.648737,-2.174869
-1.647516,-2.176089
-1.648432,-2.177615
-1.646296,-2.176089
-1.647516,-2.175174
-1.647211,-2.176089
-1.64599,-2.176089
-1.645685,-2.176089
-1.64538,-2.177615
-1.64477,-2.177615
-1.645075,-2.17792
-1.645685,-2.179446
-1.64477,-2.178226
-1.646296,-2.17792
-1.643854,-2.17731
-1.647211,-2.17792
-1.645075,-2.179141
-1.646296,-2.178226
-1.645685,-2.17792
-1.64599,-2.178836
-1.646296,-2.178226
-1.648127,-2.17792
-1.647821,-2.177615
-1.646906,-2.178836
-1.647211,-2.17792
-1.647516,-2.179446
-1.648432,-2.181277
-1.647821,-2.179141
-1.648127,-2.179751
-1.649347,-2.179751
-1.647821,-2.178836
-1.649347,-2.179446
-1.649652,-2.179751
-1.648432,-2.181277
-1.649347,-2.181277
-1.648737,-2.181277
-1.650263,-2.181888
-1.649652,-2.181277
-1.649652,-2.182193
-1.649347,-2.182193
-1.650568,-2.183108
-1.650568,-2.184024
-1.650263,-2.183108
-1.650873,-2.183719
-1.650873,-2.181888
-1.651789,-2.181582
-1.651484,-2.179446
-1.651484,-2.179751
-1.652094,-2.180362
-1.651484,-2.179446
-1.650568,-2.179751
-1.651789,-2.179446
-1.650568,-2.178226
-1.649347,-2.179141
-1.649652,-2.17731
-1.651484,-2.176089
-1.650568,-2.176089
-1.651789,-2.17792
-1.649958,-2.177005
-1.649958,-2.178836
-1.651484,-2.179141
-1.650568,-2.17792
-1.650873,-2.17792
-1.649958,-2.179141
-1.651484,-2.17731
-1.650568,-2.179141
-1.649347,-2.180057
-1.650873,-2.178836
-1.649958,-2.17792
-1.650568,-2.178836
-1.650568,-2.178226
-1.649347,-2.178836
-1.649652,-2.177615
-1.648127,-2.178836
-1.649652,-2.180057
-1.651484,-2.178836
-1.651484,-2.178836
-1.650568,-2.17792
-1.649652,-2.177615
-1.646296,-2.177005
-1.648127,-2.17731
-1.647821,-2.17731
-1.648432,-2.177615
-1.647516,-2.179141
-1.648127,-2.177615
-1.646906,-2.177615
-1.645685,-2.179446
-1.64538,-2.17731
-1.647821,-2.178836
-1.647211,-2.179141
-1.650873,-2.180667
-1.647211,-2.178836
-1.648127,-2.180057
-1.647516,-2.179446
-1.648127,-2.178836
-1.648737,-2.177615
-1.648737,-2.17792
-1.647821,-2.179446
-1.648127,-2.180057
-1.647821,-2.180667
-1.647516,-2.180362
-1.648127,-2.179446
-1.647516,-2.179446
-1.646906,-2.179446
-1.648127,-2.179141
-1.647211,-2.179446
-1.646296,-2.179141
-1.646296,-2.179446
-1.647211,-2.179751
-1.648432,-2.17792
-1.647821,-2.179446
-1.647211,-2.179141
-1.647211,-2.179141
-1.648127,-2.179141
-1.646906,-2.179141
-1.647821,-2.178226
-1.648127,-2.178226
-1.648737,-2.178226
-1.648432,-2.178226
-1.647211,-2.17792
-1.646296,-2.178836
-1.646906,-2.179751
-1.64599,-2.17792
-1.647516,-2.178226
-1.647211,-2.179446
-1.647821,-2.180362
-1.64538,-2.180362
-1.645075,-2.180057
-1.646906,-2.179751
-1.647821,-2.179751
-1.645685,-2.177615
-1.647211,-2.17792
-1.64538,-2.179751
-1.647211,-2.180057
-1.643854,-2.179446
-1.647211,-2.179446
-1.645075,-2.177005
-1.645075,-2.180667
-1.647516,-2.179446
-1.647211,-2.179751
-1.645685,-2.179751
-1.645685,-2.179446
-1.645685,-2.179446
-1.646906,-2.178226
-1.645685,-2.17792
-1.646296,-2.178226
-1.645075,-2.178226
-1.64477,-2.179751
-1.646906,-2.180057
-1.647211,-2.179751
-1.645685,-2.180057
-1.645685,-2.180057
-1.64477,-2.179446
-1.64477,-2.180667
-1.646296,-2.179446
-1.64538,-2.179751
-1.645075,-2.180057
-1.646296,-2.181888
-1.646296,-2.180362
-1.64599,-2.180667
-1.645075,-2.180057
-1.64599,-2.179751
-1.645075,-2.179751
-1.64599,-2.179446
-1.644159,-2.179141
-1.64599,-2.180057
-1.645075,-2.180667
-1.645685,-2.180057
-1.64538,-2.179751
-1.645685,-2.179141
-1.645075,-2.180362
-1.64538,-2.179751
-1.643854,-2.178836
-1.64477,-2.178836
-1.645075,-2.179446
-1.645685,-2.179141
-1.64599,-2.179446
-1.64538,-2.179141
-1.64538,-2.179141
-1.645075,-2.178836
-1.645075,-2.179751
-1.64538,-2.180667
-1.645685,-2.180362
-1.64538,-2.180362
-1.646296,-2.179446
-1.644159,-2.180362
-1.646296,-2.180667
-1.64477,-2.181582
-1.643854,-2.181582
-1.645685,-2.180667
-1.64538,-2.181277
-1.645075,-2.181888
-1.645685,-2.181277
-1.645685,-2.179751
-1.64477,-2.180667
-1.643854,-2.179141
-1.644159,-2.179141
-1.645685,-2.180667
-1.644159,-2.180667
-1.643549,-2.180362
-1.64538,-2.178836
-1.643549,-2.178836
-1.645685,-2.178836
-1.643854,-2.178836
-1.643854,-2.179446
-1.643244,-2.179141
-1.643854,-2.179446
-1.642633,-2.179751
-1.643854,-2.179141
-1.641108,-2.180362
-1.643244,-2.179751
-1.642939,-2.180057
-1.642939,-2.179446
-1.643854,-2.179751
-1.643854,-2.179751
-1.643244,-2.181277
-1.642633,-2.180667
-1.642939,-2.179751
-1.643244,-2.181582
-1.642633,-2.180667
-1.642328,-2.181582
-1.643854,-2.180057
-1.642633,-2.180057
-1.642328,-2.180362
-1.643244,-2.181582
-1.642633,-2.180057
-1.641413,-2.179751
-1.641413,-2.180667
